source_run,source_artifact,model_identifier,family,split,plan_id,edit_method,case_id,status,target_layer,edit_success,candidate_version,selected_layer,score,margin,localized_layer,presence_peak_layer,B0,B1,B2
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,31,complete,5,True,M0_raw,5,9201.591796875,4572.564453125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,31,complete,5,True,M1_raw,5,9184.9716796875,4592.228515625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M0,5,0.30548596382141113,0.1523505449295044,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M1,5,0.3052841126918793,0.15264135599136353,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M2,5,138.97259414727066,135.78853120422787,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M3,5,1083.189697265625,1078.6562418937683,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M0_raw,5,20317.423828125,10145.982421875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,32,complete,5,True,M1_raw,5,20309.90234375,10155.1259765625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M0,5,0.17563199996948242,0.087147057056427,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M1,5,0.17528413236141205,0.08762413263320923,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M2,5,379.9071574964359,376.7230945533931,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M3,5,572.861328125,568.3278727531433,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M0_raw,5,9838.1923828125,4892.82421875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,33,complete,5,True,M1_raw,5,9822.650390625,4910.80908203125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M0,5,0.13154256343841553,0.06486519426107407,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M1,5,0.13106763362884521,0.0655181035399437,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M2,5,290.4808237447112,287.29676080166837,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M3,5,493.6506652832031,489.11720991134644,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M0_raw,5,6992.390625,3458.317138671875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,34,complete,5,True,M1_raw,5,6970.50146484375,3484.680419921875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M0,5,0.04271189123392105,0.01874321885406971,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M1,5,0.04110044613480568,0.02051439881324768,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M2,5,81.13471804142588,77.9506550983831,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M3,5,144.2521514892578,139.71869611740112,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M0_raw,5,2056.32958984375,906.298828125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,35,complete,5,True,M1_raw,5,1980.620361328125,988.7378540039062,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M0,5,0.05698106065392494,0.026486005634069443,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M1,5,0.05580270290374756,0.027873819693922997,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M2,5,109.19049617655926,106.00643323351647,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M3,5,181.8352508544922,177.3017954826355,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M0_raw,5,2786.51953125,1301.34912109375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,36,complete,5,True,M1_raw,5,2731.127197265625,1364.573486328125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M0,5,0.41335001587867737,0.2063724249601364,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M1,5,0.4131866991519928,0.2065846472978592,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M2,5,172.42851793316282,169.24445499012003,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M3,5,1541.7203369140625,1537.1868815422058,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M0_raw,5,32549.2890625,16266.32421875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,38,complete,5,True,M1_raw,5,32544.59375,16272.03515625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M0,5,0.1378837674856186,0.06807311624288559,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M1,5,0.13743257522583008,0.06869805604219437,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M2,5,308.31859844659823,305.1345355035554,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M3,5,558.7279663085938,554.1945109367371,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M0_raw,5,7383.6748046875,3655.797119140625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,39,complete,5,True,M1_raw,5,7362.94775390625,3680.787353515625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M0,5,0.4471716284751892,0.22331787645816803,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M1,5,0.4470144212245941,0.22350695729255676,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M2,5,182.65320209988485,179.46913915684206,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M3,5,1576.4869384765625,1571.9534831047058,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M0_raw,5,37368.90625,18677.80078125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,40,complete,5,True,M1_raw,5,37364.8203125,18682.634765625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M0,5,0.3858981728553772,0.19263975322246552,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M1,5,0.3857283294200897,0.19286608695983887,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M2,5,164.06468386297237,160.88062091992958,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M3,5,1425.2720947265625,1420.7386393547058,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M0_raw,5,29028.791015625,14505.7216796875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,41,complete,5,True,M1_raw,5,29023.525390625,14512.08203125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M0,5,0.060122933238744736,0.028144489973783493,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M1,5,0.05901114270091057,0.029473766684532166,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M2,5,120.42178212905847,117.23771918601568,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M3,5,212.91786193847656,208.38440656661987,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M0_raw,5,2950.20166015625,1387.5166015625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,42,complete,5,True,M1_raw,5,2897.9384765625,1447.6793212890625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M0,5,0.08030816167593002,0.03870260342955589,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M1,5,0.0794958770275116,0.039730533957481384,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M2,5,163.51028743864907,160.32622449560628,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M3,5,285.1993713378906,280.66591596603394,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M0_raw,5,4028.99560546875,1949.824462890625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,43,complete,5,True,M1_raw,5,3990.887451171875,1994.8355712890625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M0,5,0.09274256974458694,0.0451064370572567,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M1,5,0.09204800426959991,0.046007879078388214,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M2,5,192.26211324720495,189.07805030416216,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M3,5,329.7434387207031,325.20998334884644,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M0_raw,5,4717.48876953125,2303.24560546875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,44,complete,5,True,M1_raw,5,4684.98193359375,2341.94482421875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M0,5,0.0813177302479744,0.03922054544091225,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M1,5,0.08051633834838867,0.040237851440906525,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M2,5,171.06799341531254,167.88393047226975,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M3,5,310.22845458984375,305.69499921798706,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M0_raw,5,4084.15380859375,1978.048583984375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,45,complete,5,True,M1_raw,5,4046.560546875,2022.47509765625,5,5,True,not_evaluated_uncalibrated,True
